50,56,4
50,25,4
50,19,4
50,16,4
50,15,8
50,15,16
50,16,16
50,13,20
50,12,32
50,12,32
50,10,32
50,13,32
50,9,44
50,12,44
50,11,44
50,11,44
50,10,52
50,6,60
50,11,60
50,7,60
50,10,104
50,7,108
50,10,112
50,10,120
50,13,120
50,6,128
50,14,144
50,13,176
50,14,180
50,14,180
50,14,180
50,8,188
50,7,204
50,12,220
50,12,228
50,7,228
50,15,232
50,14,232
50,15,240
50,8,240
50,6,244
50,6,268
50,6,272
50,6,280
50,7,280
50,7,284
50,9,336
50,6,336
50,8,440
50,6,440
50,9,444
50,8,444
50,12,444
50,11,452
50,8,460
50,11,464
50,13,464
50,11,472
50,7,472
50,10,476
50,10,476
50,8,480
50,7,488
50,7,492
50,13,496
50,9,504
50,6,524
50,10,532
50,10,552
50,6,552
50,6,584
50,8,588
50,7,592
50,8,600
50,7,604
50,6,612
50,7,628
50,6,628
50,8,632
50,11,640
50,12,644
50,11,644
50,10,648
50,7,660
50,7,668
50,8,684
50,6,688
50,7,692
50,7,692
50,7,700
50,6,700
50,9,708
50,8,708
50,9,712
50,6,720
50,7,736
50,11,736
50,11,744
50,8,748
50,9,812
50,8,828
50,6,828
50,9,924
50,7,1116
50,7,1116
50,9,1116
50,6,1116
50,11,1124
50,7,1124
50,7,1124
50,6,1124
50,10,1128
50,6,1140
50,6,1160
50,9,1176
50,5,1180
50,7,1188
50,5,1192
50,9,1196
50,7,1212
50,7,1212
50,5,1212
50,6,1216
50,7,1216
50,5,1220
50,6,1228
50,7,1244
50,8,1244
50,5,1248
50,6,1252
50,6,1260
50,5,1264
50,7,1324
50,10,1324
50,12,1324
50,9,1328
50,7,1332
50,4,1340
50,11,1340
50,10,1360
50,6,1368
50,7,1372
50,9,1404
50,4,1408
50,6,1408
50,6,1436
50,4,1444
50,7,1460
50,7,1464
50,9,1468
50,6,1468
50,6,1472
50,6,1480
50,11,1484
50,5,1492
50,8,1496
50,8,1496
50,4,1500
50,8,1508
50,8,1524
50,6,1560
50,5,1560
50,6,1564
50,10,1572
50,5,1576
50,4,1584
50,7,1600
50,6,1604
50,5,1704
50,4,1704
50,6,1712
50,4,1712
50,4,1716
50,4,1724
50,7,1744
50,8,1744
50,5,1776
50,4,1844
50,9,1972
50,12,2228
50,12,2232
50,12,2236
50,10,2244
50,10,2256
50,6,2280
50,5,2280
50,8,2284
50,8,2288
50,6,2288
50,5,2292
50,8,2292
50,6,2296
50,5,2304
50,8,2320
50,7,2360
50,10,2368
50,9,2384
50,8,2388
50,8,2400
50,5,2400
50,6,2404
50,5,2404
50,7,2408
50,9,2424
50,8,2440
50,8,2444
50,9,2444
50,4,2448
50,8,2456
50,8,2472
50,5,2476
50,4,2512
50,10,2584
50,10,2592
50,7,2608
50,6,2612
50,4,2620
50,8,2620
50,3,2620
50,7,2640
50,6,2648
50,6,2652
50,10,2656
50,7,2664
50,5,2664
50,6,2684
50,6,2716
50,8,2720
50,4,2724
50,4,2732
50,7,2736
50,7,2744
50,7,2744
50,4,2748
50,3,2748
50,4,2752
50,4,2756
50,3,2764
50,7,2780
50,6,2784
50,6,2792
50,7,2812
50,5,2812
50,2,2816
50,3,2824
50,5,2828
50,6,0
50,10,0
50,6,0
50,7,4
50,9,4
50,7,8
50,7,8
50,7,16
50,9,32
50,11,52
50,6,52
50,10,52
50,9,56
50,8,56
50,9,60
50,11,60
50,9,60
50,6,68
50,7,80
50,7,88
50,6,88
50,13,88
50,11,92
50,8,100
50,12,116
50,10,124
50,11,128
50,12,128
50,10,164
50,6,164
50,8,168
50,8,168
50,7,180
50,17,208
50,15,236
50,10,236
50,16,236
50,10,240
50,11,240
50,8,244
50,12,244
50,7,248
50,7,256
50,7,260
50,7,260
50,7,264
50,6,272
50,7,280
50,6,284
50,6,284
50,7,284
50,9,288
50,13,300
50,12,320
50,11,320
50,11,320
50,7,320
50,7,324
50,7,324
50,7,336
50,5,336
50,9,340
50,7,352
50,8,368
50,11,424
50,6,424
50,6,424
50,7,436
50,7,452
50,7,556
50,7,560
50,10,568
50,8,572
50,6,572
50,11,572
50,6,572
50,7,584
50,7,600
50,9,604
50,8,608
50,10,616
50,11,616
50,6,632
50,6,668
50,9,672
50,10,684
50,7,688
50,8,696
50,7,696
50,6,780
50,7,908
50,6,908
50,7,912
50,7,920
50,8,920
50,5,920
50,5,940
50,8,980
50,8,984
50,8,984
50,4,984
50,9,988
50,7,996
50,6,1004
50,11,1008
50,8,1008
50,11,1012
50,6,1024
50,11,1032
50,11,1048
50,6,1052
50,8,1052
50,7,1056
50,5,1056
50,7,1060
50,5,1068
50,6,1072
50,7,1080
50,7,1096
50,9,1132
50,6,1132
50,6,1136
50,6,1144
50,6,1148
50,5,1244
50,6,1292
50,5,1292
50,6,1296
50,6,1300
50,5,1300
50,9,1308
50,6,1324
50,8,1328
50,5,1332
50,5,1340
50,6,1340
50,6,1344
50,10,1344
50,7,1348
50,5,1360
50,4,1360
50,7,1364
50,11,1368
50,5,1376
50,11,1396
50,5,1404
50,6,1404
50,10,1408
50,6,1408
50,5,1436
50,5,1444
50,5,1444
50,8,1448
50,7,1488
50,10,1488
50,5,1488
50,7,1516
50,6,1516
50,4,1520
50,6,1524
50,5,1532
50,6,1536
50,8,1536
50,6,0
50,6,0
50,6,4
50,9,4
50,12,12
50,7,20
50,12,20
50,13,20
50,12,24
50,13,32
50,13,52
50,14,52
50,13,52
50,7,56
50,9,60
50,7,68
50,9,68
50,8,76
50,8,84
50,7,84
50,9,108
50,10,112
50,10,152
50,8,160
50,7,176
50,8,176
50,5,180
50,7,180
50,6,180
50,9,180
50,7,188
50,7,188
50,12,192
50,6,208
50,10,212
50,7,216
50,11,220
50,6,228
50,14,236
50,13,244
50,10,252
50,9,256
50,9,264
50,6,264
50,9,268
50,5,284
50,8,292
50,9,292
50,7,292
50,5,296
50,10,300
50,7,304
50,6,312
50,11,328
50,8,328
50,6,328
50,7,332
50,11,336
50,7,344
50,6,348
50,6,440
50,6,440
50,6,440
50,5,528
50,8,532
